(838537989.0, 2121.0)
profit, budget restant
départ, arrivée, numéro du camion
(8580, 136768, 5688)
(72142, 137730, 5559)
(39674, 36981, 4994)
(51200, 41460, 4994)
(67500, 177212, 4853)
(61891, 142489, 5801)
(93842, 104336, 5801)
(196696, 152589, 4386)
(104777, 96473, 4386)
(112822, 75116, 4386)
(23972, 170468, 4159)
(90835, 8637, 4159)
(168482, 199550, 4159)
(39861, 33662, 4159)
(186243, 186304, 4807)
(22596, 26933, 4807)
(197123, 177022, 4807)
(8689, 167881, 4807)
(93699, 47847, 5419)
(93597, 53369, 5296)
(134377, 148651, 4862)
(156382, 160074, 4590)
(120302, 133731, 4590)
(68154, 90151, 4590)
(41700, 181954, 4462)
(92705, 35411, 4462)
(85455, 189210, 5571)
(192342, 90945, 5559)
(138269, 87321, 5559)
(126363, 142313, 5559)
(23150, 133432, 4994)
(66078, 34211, 4994)
(86845, 105297, 4009)
(12325, 134736, 5419)
(14022, 14537, 5419)
(32304, 176935, 4386)
(45819, 87120, 4386)
(78739, 91806, 4386)
(24674, 2373, 4386)
(107471, 182791, 4386)
(184330, 134524, 4807)
(106795, 150267, 4807)
(4608, 20030, 4159)
(83547, 38940, 4159)
(107843, 17625, 4590)
(1749, 150227, 4590)
(115635, 104593, 5571)
(143068, 78021, 5688)
(99880, 68195, 5610)
(50369, 69826, 5559)
(89783, 149606, 5053)
(49365, 126995, 5053)
(166527, 64292, 4423)
(38513, 163669, 4994)
(67630, 6533, 4994)
(105416, 160825, 4853)
(41304, 50233, 5419)
(149559, 96164, 5296)
(36512, 105436, 5296)
(198718, 177716, 5296)
(127683, 20547, 5296)
(106711, 17721, 4807)
(198050, 55686, 4159)
(69037, 29512, 4590)
(70846, 199485, 4590)
(196091, 166038, 4634)
(182924, 14504, 4994)
(9519, 88794, 4423)
(49788, 168927, 3853)
(100166, 78996, 5419)
(22897, 95371, 5419)
(145873, 112956, 5419)
(132616, 33229, 4853)
(14879, 95803, 5296)
(159454, 132480, 5296)
(164335, 58540, 5688)
(151866, 11236, 4807)
(119507, 53907, 4226)
(160060, 5528, 5801)
(53402, 80322, 5801)
(32747, 36260, 4386)
(156309, 78479, 5559)
(10806, 127610, 4009)
(30336, 193470, 4009)
(131319, 29802, 5053)
(61937, 66870, 4159)
(108268, 175463, 4159)
(15180, 4451, 4590)
(125729, 102380, 4634)
(152855, 134877, 4462)
(125229, 180069, 4994)
(127285, 106756, 4994)
(17861, 61388, 5419)
(95812, 165693, 5296)
(128487, 6771, 5296)
(58847, 48723, 5296)
(61095, 187287, 5688)
(172819, 199445, 5801)
(113985, 104639, 4807)
(66378, 71525, 5559)
(39271, 185812, 5559)
(96730, 46723, 5053)
(148295, 105523, 4386)
(151187, 117351, 4386)
(164539, 175117, 4386)
(59304, 21739, 4634)
(196370, 186154, 4590)
(25543, 25370, 4590)
(158364, 62196, 4994)
(84991, 172777, 4994)
(175654, 93638, 4994)
(52643, 131371, 4994)
(28752, 182149, 4994)
(20931, 50738, 4994)
(180556, 97088, 5296)
(148253, 10355, 5296)
(175234, 113037, 5296)
(196590, 42457, 5296)
(142791, 190448, 5801)
(3534, 66093, 4853)
(107163, 32366, 4853)
(109127, 12951, 3518)
(121539, 108884, 5559)
(116899, 163095, 5559)
(10613, 154625, 5559)
(106105, 168028, 4807)
(38161, 192391, 4807)
(183030, 22773, 5053)
(10045, 141167, 3943)
(83323, 145488, 3943)
(2091, 132805, 3943)
(2952, 96105, 5419)
(152054, 143030, 5419)
(125219, 177430, 5419)
(185, 130296, 4386)
(49505, 44819, 4386)
(101852, 104387, 4386)
(181986, 52507, 4994)
(159837, 179672, 4590)
(14869, 174239, 4590)
(168771, 147281, 5688)
(5217, 67642, 5296)
(123659, 48172, 5296)
(68891, 127842, 5801)
(142816, 129345, 5801)
(1955, 100375, 5801)
(192516, 100518, 4159)
(180232, 175189, 4159)
(140567, 126322, 5571)
(133797, 153872, 4853)
(156012, 76712, 4853)
(56799, 58118, 4423)
(102552, 42650, 5053)
(85404, 22881, 4807)
(44409, 157115, 5419)
(73830, 195156, 5801)
(50920, 171499, 4994)
(56196, 111318, 4994)
(56620, 76182, 5296)
(68081, 162448, 5296)
(136119, 124776, 5296)
(146811, 137690, 4634)
(86644, 188908, 4386)
(92332, 180944, 4386)
(58451, 62076, 4386)
(72884, 79333, 4386)
(145420, 101794, 4590)
(17283, 194756, 4590)
(18949, 171498, 4226)
(61474, 9620, 4853)
(131665, 182583, 4159)
(153285, 15227, 4159)
(69270, 180790, 4159)
(99586, 29914, 5053)
(160879, 151785, 4807)
(177875, 183785, 5688)
(168121, 84179, 5419)
(76274, 21940, 5419)
(183833, 65124, 4994)
(83664, 9558, 4994)
(142169, 198897, 5296)
(187546, 58486, 5296)
(162269, 86808, 5296)
(54009, 55632, 4634)
(83862, 92743, 5559)
(135566, 161114, 5559)
(196521, 121704, 4590)
(64379, 19827, 4590)
(163585, 125387, 4386)
(81134, 49766, 3853)
(18004, 133478, 5053)
(170294, 88312, 4159)
(171251, 195493, 5688)
(120323, 125410, 5419)
(51953, 184819, 4807)
(85154, 74046, 4807)
(108087, 41459, 4807)
(9104, 119795, 4807)
(34885, 30105, 4994)
(53242, 141586, 5296)
(58670, 145549, 5296)
(118283, 140344, 5559)
(180375, 103677, 5559)
(171822, 166706, 5559)
(23939, 39704, 4590)
(7352, 129098, 4590)
(183795, 2889, 4386)
(105945, 176511, 4386)
(37343, 80443, 4386)
(39313, 52370, 5053)
(188394, 39782, 5053)
(155041, 92366, 5688)
(16587, 56079, 4226)
(28796, 124070, 4226)
(3167, 102155, 4226)
(115437, 3836, 5801)
(33748, 71369, 5801)
(112151, 187953, 3853)
(3137, 152610, 3853)
(57793, 49769, 4807)
(191815, 64030, 4807)
(152313, 194746, 5296)
(99059, 3860, 5296)
(178323, 130793, 5296)
(47828, 7748, 5296)
(57758, 101844, 4994)
(7704, 40670, 4994)
(157549, 171870, 5559)
(58026, 184088, 5559)
(22008, 1634, 4009)
(154661, 199495, 4009)
(91165, 110753, 4634)
(48859, 159291, 4634)
(175482, 128961, 5688)
(73549, 172003, 5801)
(79718, 72548, 4590)
(125990, 44222, 4590)
(44894, 13970, 4590)
(133266, 133273, 4386)
(164413, 102775, 4386)
(198404, 135820, 5419)
(90790, 3662, 3780)
(32646, 154592, 5296)
(138418, 84457, 5296)
(18618, 97804, 5296)
(40376, 35574, 4807)
(176752, 24335, 4807)
(73357, 83174, 5559)
(41406, 80122, 4994)
(53139, 150520, 4994)
(129434, 74854, 4994)
(95209, 159947, 4159)
(97830, 159698, 4159)
(47894, 144830, 4159)
(7231, 138031, 5688)
(25457, 122453, 5688)
(55165, 27377, 5688)
(129901, 112274, 5801)
(75809, 179449, 4590)
(38237, 184500, 4590)
(185347, 169520, 4853)
(136072, 118884, 5419)
(25500, 18390, 5419)
(169388, 91557, 4386)
(116723, 1816, 4386)
(74759, 146456, 4386)
(38419, 185713, 4386)
(100192, 43785, 4386)
(163747, 100756, 4386)
(14939, 103671, 5296)
(126316, 130210, 5559)
(21171, 121887, 5559)
(102392, 15896, 5559)
(83724, 40461, 5559)
(170911, 197567, 4994)
(9545, 88347, 3780)
(111659, 41300, 5801)
(128006, 188195, 3943)
(96016, 169149, 4159)
(71094, 150809, 4159)
(79501, 133519, 5053)
(166879, 24590, 5053)
(125243, 14329, 5419)
(158050, 6077, 5419)
(22408, 120672, 5419)
(41716, 64813, 5419)
(85929, 28590, 4634)
(132266, 32470, 5571)
(174850, 105289, 4853)
(12991, 53590, 4590)
(182912, 195071, 5559)
(34131, 94203, 5559)
(73938, 38524, 5559)
(17478, 134361, 4862)
(120055, 160860, 5296)
(8221, 156039, 5296)
(33661, 7118, 5296)
(89305, 3643, 5296)
(55960, 131407, 4994)
(174818, 20888, 4994)
(135705, 73561, 4994)
(95606, 92990, 5801)
(39573, 72245, 5801)
(51365, 124381, 5688)
(65418, 171411, 4226)
(89404, 69840, 3780)
(127620, 64582, 3780)
(42297, 73807, 5419)
(130165, 54855, 4159)
(14494, 20925, 3943)
(114346, 27949, 4634)
(157940, 95073, 5559)
(79870, 152861, 5559)
(144035, 149796, 4590)
(132751, 51901, 4590)
(46401, 43268, 5296)
(195458, 186981, 5296)
(2203, 91355, 5296)
(32934, 122564, 5296)
(26418, 42080, 5801)
(120580, 103555, 3587)
(76025, 17059, 4994)
(13623, 116924, 4994)
(47925, 138308, 4386)
(42078, 76366, 4386)
(198173, 1482, 4386)
(30318, 164202, 4807)
(156373, 189256, 4807)
(71101, 99177, 5610)
(193573, 17982, 4226)
(132311, 186141, 5419)
(26300, 50794, 5419)
(81886, 26229, 5419)
(80371, 193685, 4423)
(99717, 158999, 4159)
(161506, 151651, 4853)
(65154, 61138, 4853)
(137126, 8354, 4634)
(32285, 19652, 4634)
(109148, 9778, 5801)
(34621, 94033, 5801)
(37862, 32587, 5801)
(29436, 157660, 5296)
(162274, 17785, 5296)
(132777, 194890, 5296)
(178811, 154776, 5296)
(150140, 193589, 5296)
(184512, 97512, 5688)
(141537, 118059, 5688)
(168704, 119922, 3943)
(305, 15463, 4590)
(90220, 23889, 4994)
(100101, 54789, 4994)
(110016, 137659, 5610)
(124627, 150010, 5610)
(148260, 8678, 4807)
(130835, 137521, 4807)
(113367, 184741, 4807)
(34160, 32793, 5053)
(9067, 133394, 5053)
(92260, 75807, 5053)
(49664, 156399, 4386)
(120565, 108900, 4386)
(181887, 178835, 4386)
(192353, 15035, 4386)
(90661, 145238, 5688)
(152176, 26470, 5688)
(134642, 111553, 5296)
(120243, 24969, 5296)
(98675, 88314, 5296)
(8697, 151509, 3655)
(20321, 39821, 4590)
(178278, 171287, 4590)
(51465, 62009, 4994)
(168460, 71519, 4994)
(51231, 108311, 3780)
(7093, 197682, 5419)
(163825, 136923, 5419)
(25502, 34852, 4009)
(72311, 5626, 4009)
(114586, 54724, 4386)
(60207, 5245, 5801)
(18702, 41516, 5559)
(29741, 14674, 5559)
(131088, 173685, 5688)
(27337, 130323, 5296)
(21413, 49634, 5296)
(69037, 83553, 5296)
(176378, 48717, 4226)
(39828, 78779, 4226)
(100425, 15126, 4226)
(165555, 41429, 4634)
(32855, 70802, 4634)
(111811, 112078, 4590)
(196083, 35525, 4159)
(184687, 139657, 4159)
(27637, 31713, 4462)
(7187, 159878, 4807)
(40808, 186034, 4807)
(130085, 118437, 5559)
(98872, 190690, 3780)
(88146, 112081, 4386)
(166097, 83583, 4386)
(125532, 39406, 4386)
(176100, 32322, 4386)
(110763, 51118, 5296)
(27773, 61113, 5296)
(102210, 55432, 5296)
(170414, 130928, 5296)
(122847, 29716, 4009)
(80088, 115787, 4853)
(15265, 170555, 5419)
(26614, 7189, 5801)
(71734, 140913, 5801)
(128891, 190131, 5688)
(51352, 198746, 5559)
(23284, 68887, 5559)
(151642, 117798, 4807)
(20664, 13004, 4807)
(155744, 81531, 3518)
(123852, 169848, 5296)
(157196, 51042, 5296)
(51590, 134434, 5296)
(18572, 54115, 3943)
(160294, 36587, 3943)
(160548, 107470, 4386)
(189552, 90639, 4853)
(21180, 50762, 4994)
(197292, 22643, 4994)
(160060, 121410, 5801)
(11279, 15696, 5801)
(70215, 67474, 5053)
(157018, 134796, 5419)
(163753, 165445, 5559)
(17099, 14550, 4226)
(56013, 167065, 4807)
(183244, 168414, 4807)
(138422, 166143, 5296)
(48908, 51581, 5296)
(155587, 152283, 5296)
(137709, 78789, 4159)
(63065, 121604, 4159)
(112273, 6935, 4159)
(166623, 78032, 5801)
(42676, 48154, 5801)
(98750, 147404, 4386)
(11888, 797, 4386)
(59659, 151580, 4386)
(13373, 105281, 4994)
(135226, 85596, 4994)
(152650, 196369, 4994)
(121253, 116663, 4994)
(131204, 94291, 5419)
(132793, 83223, 5419)
(190074, 35521, 5419)
(69452, 83454, 5419)
(22074, 199055, 5419)
(123824, 79350, 5053)
(121771, 179364, 5053)
(91605, 79644, 3538)
(39972, 86866, 5559)
(140113, 186249, 4634)
(120729, 149266, 4634)
(4340, 979, 4009)
(158897, 1481, 4590)
(40593, 186784, 3853)
(86, 56614, 3679)
(80335, 56796, 5296)
(134492, 58397, 5296)
(101499, 27304, 4462)
(138890, 138336, 5801)
(102574, 130487, 5688)
(88698, 1916, 5688)
(91964, 126076, 4994)
(107058, 96225, 4994)
(56733, 192149, 4853)
(184219, 36804, 4853)
(136490, 81899, 5559)
(190341, 31457, 5559)
(113404, 36066, 4386)
(189518, 174670, 4386)
(8936, 113534, 3943)
(100415, 198772, 3655)
(145711, 85308, 5296)
(156273, 112280, 5296)
(41919, 122230, 5296)
(27514, 35016, 5296)
(144507, 381, 5296)
(174232, 167648, 4590)
(66005, 164156, 4590)
(55804, 190719, 4590)
(36258, 98807, 4807)
(141774, 31511, 5801)
(119136, 150066, 5419)
(72438, 25869, 4159)
(46881, 45175, 4159)
(9543, 32210, 4994)
(94677, 17329, 4994)
(9172, 1566, 5053)
(147825, 171089, 4853)
(3661, 192453, 4386)
(150755, 110775, 4386)
(129812, 70319, 3587)
(34561, 163972, 5296)
(173720, 148806, 5296)
(20921, 98955, 4423)
(153078, 36581, 5801)
(199896, 162857, 3943)
(141218, 24292, 3943)
(4787, 43115, 3943)
(41884, 111746, 4590)
(17707, 22005, 4590)
(167159, 26616, 4590)
(14792, 5736, 4807)
(198764, 157256, 4009)
(160916, 193647, 5419)
(186122, 138380, 5559)
(40868, 171845, 5053)
(14204, 196750, 3853)
(190606, 178498, 4159)
(19429, 150585, 4159)
(21270, 2438, 5610)
(7004, 105339, 5296)
(162421, 177376, 5296)
(47402, 184093, 5296)
(156162, 18351, 5296)
(198810, 5043, 5296)
(54949, 82851, 4386)
(1848, 104602, 4386)
(123131, 49655, 4634)
(129206, 141423, 4634)
(30662, 55520, 5688)
(70880, 156417, 5571)
(172356, 112765, 4590)
(83556, 190916, 4590)
(109181, 175368, 4807)
(84328, 165747, 3943)
(5354, 173511, 3943)
(124775, 120839, 3943)
(34186, 88402, 5419)
(79737, 141450, 5053)
(96289, 109878, 4994)
(78027, 104279, 4994)
(121338, 139052, 4462)
(76495, 104411, 4462)
(20834, 84490, 4853)
(64604, 59436, 5688)
(39839, 3515, 4159)
(165969, 31987, 4634)
(130112, 5197, 4386)
(178605, 7740, 4386)
(91066, 10161, 4423)
(177136, 6127, 4423)
(2635, 160748, 5559)
(8629, 199748, 4807)
(50436, 128099, 4807)
(72262, 1448, 4807)
(4290, 83352, 3587)
(64490, 166979, 5688)
(43639, 197864, 5688)
(9235, 168261, 5688)
(55668, 93603, 4226)
(156635, 6668, 5296)
(96526, 182247, 5296)
(97936, 183419, 4009)
(54746, 150665, 4009)
(604, 33446, 3780)
(68950, 24614, 5559)
(9748, 184477, 5559)
(68081, 140308, 5419)
(27806, 12660, 4386)
(171167, 6800, 4386)
(76098, 112479, 4807)
(149754, 17049, 4807)
(64227, 132474, 4807)
(168260, 30094, 5053)
(41422, 96441, 5610)
(127340, 22734, 5801)
(175214, 32367, 5801)
(152240, 142548, 4994)
(125945, 8884, 4994)
(58419, 72908, 5296)
(176136, 186946, 4853)
(166291, 94045, 4226)
(157291, 1013, 5419)
(24661, 194429, 5419)
(141204, 199893, 5419)
(25807, 94026, 5610)
(101213, 87787, 5801)
(67215, 125183, 5801)
(196991, 8541, 5801)
(52836, 120999, 4159)
(112889, 190609, 4159)
(43225, 122552, 4159)
(162022, 154917, 4807)
(36823, 100067, 4807)
(81033, 166985, 4386)
(145098, 66467, 4386)
(71412, 163945, 4590)
(34717, 28311, 4590)
(195702, 14804, 4590)
(5689, 189427, 5688)
(194373, 7437, 4994)
(108561, 118954, 4994)
(97368, 60356, 5296)
(32887, 37475, 5296)
(136628, 159742, 5296)
(9353, 191515, 4853)
(19804, 88075, 5559)
(72830, 185866, 5610)
(191369, 50830, 5801)
(27030, 78490, 5801)
(179772, 56182, 4634)
(165767, 48005, 5688)
(7865, 1312, 5688)
(73943, 140885, 4807)
(192921, 155878, 4807)
(107749, 82144, 4159)
(105343, 195377, 4386)
(14977, 143704, 4386)
(47130, 8898, 4386)
(20699, 127095, 4386)
(21738, 68727, 4386)
(55365, 72847, 5296)
(134648, 88260, 3780)
(87902, 87820, 4853)
(77435, 66932, 4853)
(178736, 173887, 5419)
(166060, 36151, 5419)
(181963, 64659, 5419)
(131413, 93733, 5419)
(25035, 3175, 5801)
(110472, 124690, 5801)
(41705, 193049, 5801)
(7782, 101754, 5801)
(186721, 8849, 3518)
(139979, 109153, 4634)
(183342, 168822, 4634)
(17000, 108124, 3943)
(138673, 64431, 4226)
(120786, 80910, 4226)
(121079, 107915, 4994)
(70922, 148713, 4994)
(164539, 176, 4807)
(65630, 65206, 4807)
(127783, 33662, 5296)
(59204, 198294, 4590)
(112993, 144071, 4590)
(15862, 96822, 4590)
(37141, 181821, 4423)
(584, 16011, 4386)
(27869, 190896, 4386)
(117208, 61783, 4386)
(198767, 79859, 5801)
(150091, 62580, 5801)
(88392, 18180, 5801)
(17361, 41921, 5688)
(67200, 119851, 5053)
(139500, 27206, 5053)
(63672, 11970, 4994)
(121312, 38754, 4634)
(23179, 48350, 5296)
(6709, 58292, 5296)
(40722, 10375, 4807)
(22466, 132025, 4807)
(97242, 32821, 4226)
(107237, 3077, 3679)
(42460, 1748, 3518)
(24539, 169312, 5801)
(170548, 135425, 5801)
(33013, 171655, 5559)
(863, 14146, 5559)
(49881, 418, 4590)
(10865, 95752, 5610)
(105678, 139348, 5610)
(22189, 107351, 5419)
(15501, 40079, 4423)
(153773, 33759, 4386)
(50444, 165763, 4386)
(118366, 103159, 4386)
(125140, 30698, 4159)
(139833, 17214, 5688)
(174987, 135248, 4462)
(90684, 134445, 3780)
(59184, 192172, 4994)
(102438, 185246, 4994)
(34199, 108802, 3853)
(47463, 198524, 5296)
(69877, 197276, 5296)
(164406, 5164, 5296)
(134768, 160604, 5296)
(48963, 55745, 5296)
(101266, 96065, 5296)
(7834, 13252, 4634)
(60265, 104200, 4634)
(75003, 138567, 5801)
(9120, 5724, 5559)
(91211, 81439, 5559)
(126044, 84428, 4807)
(30110, 9919, 4807)
(127311, 149540, 4807)
(151771, 64007, 4807)
(141190, 23229, 5610)
(11053, 127370, 4226)
(46229, 106936, 4226)
(8209, 77321, 5419)
(57054, 97434, 3679)
(28059, 134279, 5053)
(194996, 174390, 5053)
(146189, 98787, 3518)
(16560, 111363, 4462)
(164661, 133567, 4994)
(122350, 176952, 4994)
(154625, 125261, 5296)
(72926, 136782, 5296)
(142408, 94820, 5296)
(3040, 78081, 5559)
(134670, 148808, 5559)
(176083, 44757, 5688)
(27325, 33029, 4807)
(46215, 67163, 4807)
(80703, 10232, 4807)
(18097, 33899, 4807)
(118708, 35308, 4807)
(37954, 44736, 5419)
(117056, 115719, 3853)
(72693, 146562, 4590)
(194616, 60323, 4590)
(124885, 114304, 4590)
(69622, 171457, 4590)
(91289, 108087, 3655)
(112889, 75173, 3655)
(48326, 18554, 5053)
(56793, 95047, 5053)
(104383, 56107, 4386)
(146427, 196010, 4386)
(85794, 40098, 4386)
(48281, 163113, 5801)
(138534, 76506, 5296)
(82719, 181000, 5296)
(175086, 24076, 5296)
(187649, 146234, 5296)
(1539, 28564, 5296)
(81955, 114569, 5559)
(115792, 64013, 5688)
(184815, 92343, 5688)
(13847, 9590, 3518)
(92142, 131205, 5419)
(168972, 84242, 4807)
(141201, 77087, 4807)
(159079, 16581, 5053)
(191787, 81347, 4590)
(150810, 37343, 4590)
(176472, 33815, 4590)
(16199, 167768, 3780)
(114921, 57802, 5801)
(99808, 8940, 5801)
(64355, 142540, 5559)
(70136, 195056, 5559)
(165851, 114932, 5559)
(43134, 143993, 5296)
(4019, 58414, 5296)
(82679, 45643, 5296)
(95474, 142790, 4386)
(24557, 149522, 5688)
(72443, 32717, 3655)
(38244, 155678, 4994)
(41450, 114065, 4994)
(158932, 85698, 4462)
(126712, 166251, 4159)
(126707, 124035, 4159)
(196769, 160704, 5419)
(99115, 16691, 4807)
(13103, 174606, 4807)
(37657, 109573, 4807)
(130609, 120585, 5571)
(8308, 116447, 5053)
(46682, 131497, 5053)
(27769, 82879, 4853)
(144313, 106377, 4590)
(80894, 116300, 5610)
(114433, 28463, 5559)
(164112, 46325, 5559)
(148250, 108288, 5296)
(135413, 113409, 5296)
(79873, 144933, 5296)
(67378, 172902, 5296)
(67313, 81392, 4226)
(69367, 134308, 4994)
(27726, 48471, 4994)
(52244, 133110, 4994)
(3291, 164599, 4994)
(192043, 26984, 4994)
(11075, 61448, 3780)
(8972, 199266, 5419)
(12895, 142465, 5419)
(59121, 80962, 4386)
(166604, 161487, 4386)
(68774, 93177, 4159)
(100084, 140554, 4159)
(103807, 13149, 3943)
(112234, 61708, 5801)
(169448, 136557, 4807)
(40285, 67561, 4807)
(14032, 3315, 4807)
(128464, 160158, 5053)
(61692, 66661, 5053)
(32666, 86876, 5688)
(167547, 176258, 5688)
(8802, 41020, 5559)
(177491, 129130, 4590)
(23274, 196317, 4590)
(63947, 154333, 5296)
(75082, 51947, 5296)
(117543, 30923, 5296)
(80646, 191975, 4994)
(1894, 62067, 5419)
(29433, 153454, 5419)
(110541, 177752, 5419)
(25502, 32286, 3518)
(52380, 61039, 4226)
(32220, 121482, 4386)
(69270, 180200, 5801)
(30185, 157980, 5801)
(197553, 159115, 5801)
(29956, 194362, 3780)
(138807, 189519, 5053)
(192540, 187531, 4807)
(110039, 126929, 4807)
(8132, 96930, 4159)
(122569, 116323, 4634)
(189443, 73033, 5610)
(198994, 87546, 5559)
(149485, 49333, 5296)
(77063, 160743, 5296)
(1731, 114369, 5296)
(2252, 157897, 4590)
(110046, 41515, 4590)
(65012, 24605, 4590)
(83556, 17659, 4590)
(193098, 88929, 5419)
(73813, 39850, 4994)
(90097, 67800, 4386)
(55158, 49143, 4386)
(87298, 31524, 5688)
(41535, 44674, 4807)
(14348, 6887, 4807)
(160729, 182841, 5559)
(117343, 188993, 5559)
(197672, 81186, 5559)
(9520, 39017, 4634)
(114414, 1053, 4159)
(145520, 164717, 4159)
(76574, 193709, 5296)
(159188, 60387, 4853)
(73643, 92976, 4853)
(22078, 152464, 3943)
(22195, 32526, 4994)
(46164, 11950, 4994)
(127511, 68398, 4590)
(120776, 63171, 4590)
(128641, 157827, 5801)
(2051, 104474, 5801)
(137989, 54449, 5688)
(65373, 82820, 5688)
(18657, 66172, 4862)
(14785, 43452, 4462)
(107576, 83858, 4226)
(84520, 194809, 4386)
(157672, 8404, 4386)
(87181, 7484, 4386)
(36967, 8616, 4386)
(49282, 73098, 4386)
(65343, 142412, 4807)
(5693, 118193, 5296)
(76987, 67614, 5296)
(119533, 97421, 5296)
(166473, 122161, 4853)
(151189, 108421, 4853)
(27696, 12617, 3361)
(154782, 169610, 5801)
(156578, 49360, 5801)
(131286, 40862, 5801)
(177972, 194069, 4159)
(145407, 161303, 4159)
(567, 19873, 4159)
(181501, 181602, 3853)
(76777, 131186, 3853)
(4119, 4418, 3405)
(189260, 155789, 4994)
(171686, 48249, 4994)
(13069, 51302, 3780)
(41745, 84237, 4590)
(17368, 144971, 4590)
(21243, 109789, 4009)
(127683, 95544, 5559)
(66656, 51959, 5559)
(100458, 136319, 4423)
(143046, 183975, 4462)
(156973, 148726, 5296)
(136515, 75605, 5296)
(175089, 174477, 5296)
(65401, 151850, 5296)
(138326, 177013, 4807)
(70677, 5020, 4807)
(169070, 89463, 4807)
(69114, 152210, 5801)
(13014, 67513, 4386)
(1682, 109188, 4386)
(128967, 92358, 4226)
(162336, 173065, 5571)
(39345, 12676, 5688)
(31882, 115372, 5610)
(167571, 95359, 4590)
(103406, 25975, 4590)
(96059, 69443, 4590)
(55203, 60559, 5053)
(1321, 107718, 3780)
(122338, 134211, 3943)
(147763, 43491, 5801)
(105893, 121686, 5801)
(144789, 134752, 5801)
(154335, 25645, 5801)
(130683, 55311, 4009)
(516, 4263, 4009)
(37977, 189891, 5296)
(85960, 148128, 5296)
(39383, 32450, 5296)
(83548, 138334, 5296)
(27842, 147589, 4462)
(115012, 111559, 5419)
(156534, 45798, 5419)
(24631, 7831, 4807)
(26610, 127595, 4853)
(85487, 44255, 4386)
(31674, 18779, 4386)
(152808, 118613, 4386)
(191784, 73210, 5688)
(121728, 30031, 4994)
(78547, 160037, 4226)
(111668, 121620, 4226)
(146217, 24168, 4226)
(192211, 19084, 5053)
(55774, 28783, 5053)
(150350, 70540, 5053)
(66584, 174393, 5559)
(158452, 57464, 5559)
(16891, 9899, 5559)
(87454, 140136, 5559)
(126947, 35118, 5801)
(98238, 53792, 5296)
(159362, 74436, 5296)
(114924, 148874, 5296)
(48447, 134699, 3853)
(116828, 27408, 5419)
(70323, 82657, 5419)
(98160, 160142, 4462)
(46629, 144060, 4807)
(75955, 46652, 4807)
(97727, 133428, 4807)
(61933, 18267, 4807)
(124117, 77690, 4807)
(50650, 116831, 4009)
(165744, 122455, 4009)
(192361, 153519, 5610)
(55978, 114752, 4853)
(137553, 114262, 4994)
(178170, 129666, 4994)
(14773, 121674, 4386)
(137009, 10214, 5559)
(171293, 96641, 5559)
(84399, 183763, 5053)
(182661, 165147, 5801)
(7113, 158837, 4590)
(71926, 147099, 5296)
(196148, 161132, 5296)
(5108, 75126, 5296)
(5742, 128929, 5296)
(67211, 149924, 5296)
(563, 35813, 4159)
(63944, 161711, 5419)
(98867, 114642, 5419)
(121701, 26659, 3679)
(23834, 121984, 4807)
(89284, 134163, 4807)
(169905, 118017, 4462)
(85563, 85243, 3853)
(56337, 178626, 4423)
(83246, 189395, 4994)
(83820, 188328, 4994)
(115787, 116861, 4994)
(145331, 101690, 4853)
